date,no2_mean,no2_min,no2_max,no2_stdev,no2_sample_count,no2_nodata_count,co_mean,co_min,co_max,co_stdev,co_sample_count,co_nodata_count,o3_mean,o3_min,o3_max,o3_stdev,o3_sample_count,o3_nodata_count,so2_mean,so2_min,so2_max,so2_stdev,so2_sample_count,so2_nodata_count
2026-07-08,6.627028778893873e-05,6.627028778893873e-05,6.627028778893873e-05,0.0,2,0,0.029724758118391037,0.028665691614151,0.030783824622631073,0.001059066504240036,2,0,0.11935331672430038,0.11935331672430038,0.11935331672430038,0.0,2,0,0.0005323975929059088,0.0005323975929059088,0.0005323975929059088,0.0,2,0
2026-07-09,8.16931133158505e-05,8.16931133158505e-05,8.16931133158505e-05,0.0,2,0,0.03219415247440338,0.03219415247440338,0.03219415247440338,0.0,2,0,0.12129373848438263,0.12129373848438263,0.12129373848438263,0.0,2,0,0.0002705918450374156,0.0002705918450374156,0.0002705918450374156,0.0,2,0
2026-07-10,5.7400484365643933e-05,5.7400484365643933e-05,5.7400484365643933e-05,0.0,2,0,0.029297657310962677,0.029297657310962677,0.029297657310962677,0.0,2,0,0.11908701807260513,0.11908701807260513,0.11908701807260513,0.0,2,0,-0.0003307985607534647,-0.0003307985607534647,-0.0003307985607534647,0.0,2,0
2026-07-11,,,,,2,2,,,,,2,2,0.11731361597776413,0.11731361597776413,0.11731361597776413,0.0,2,0,-0.0006266331183724105,-0.0006266331183724105,-0.0006266331183724105,0.0,2,0
2026-07-12,5.636972491629422e-05,5.636972491629422e-05,5.636972491629422e-05,0.0,2,0,0.03220772370696068,0.03220772370696068,0.03220772370696068,0.0,2,0,0.11762648075819016,0.11762648075819016,0.11762648075819016,0.0,2,0,-0.0006207076366990805,-0.0006207076366990805,-0.0006207076366990805,0.0,2,0
2026-07-13,4.301390072214417e-05,4.301390072214417e-05,4.301390072214417e-05,0.0,2,0,0.032699137926101685,0.032699137926101685,0.032699137926101685,0.0,2,0,0.11883479356765747,0.11883479356765747,0.11883479356765747,0.0,2,0,0.00039524142630398273,0.00039524142630398273,0.00039524142630398273,0.0,2,0
2026-07-14,4.043908847961575e-05,4.043908847961575e-05,4.043908847961575e-05,0.0,2,0,0.02743639051914215,0.02743639051914215,0.02743639051914215,0.0,2,0,0.11887437850236893,0.11887437850236893,0.11887437850236893,0.0,2,0,0.00012415077071636915,0.00012415077071636915,0.00012415077071636915,0.0,2,0
2026-07-15,4.374053605715744e-05,4.374053605715744e-05,4.374053605715744e-05,0.0,2,0,0.02155597135424614,0.02076287940144539,0.02234906330704689,0.0007930919528007507,2,0,0.11806059628725052,0.11806059628725052,0.11806059628725052,0.0,2,0,0.00034007130307145417,0.00034007130307145417,0.00034007130307145417,0.0,2,0
2026-07-16,4.724280734080821e-05,4.724280734080821e-05,4.724280734080821e-05,0.0,2,0,0.024862587451934814,0.024862587451934814,0.024862587451934814,0.0,2,0,0.11518032848834991,0.11518032848834991,0.11518032848834991,0.0,2,0,0.00011399992945371196,0.00011399992945371196,0.00011399992945371196,0.0,2,0
2026-07-17,5.974182568024844e-05,5.974182568024844e-05,5.974182568024844e-05,0.0,2,0,0.028607910498976707,0.028607910498976707,0.028607910498976707,0.0,2,0,0.11497313529253006,0.11497313529253006,0.11497313529253006,0.0,2,0,-0.0009872188093140721,-0.0009872188093140721,-0.0009872188093140721,0.0,2,0
2026-07-18,5.075945591670461e-05,5.075945591670461e-05,5.075945591670461e-05,0.0,2,0,0.03220938891172409,0.03220938891172409,0.03220938891172409,0.0,2,0,0.11621244996786118,0.11621244996786118,0.11621244996786118,0.0,2,0,5.916700683883391e-05,5.916700683883391e-05,5.916700683883391e-05,0.0,2,0
2026-07-19,,,,,2,2,0.03212031349539757,0.03212031349539757,0.03212031349539757,0.0,2,0,0.1168157085776329,0.1168157085776329,0.1168157085776329,0.0,2,0,3.3462769351899624e-05,3.3462769351899624e-05,3.3462769351899624e-05,0.0,2,0
2026-07-20,6.30540289421333e-05,5.926435915171169e-05,6.684369873255491e-05,3.7896697904216126e-06,2,0,0.032547950744628906,0.032547950744628906,0.032547950744628906,0.0,2,0,0.11488539725542068,0.11430609226226807,0.1154647022485733,0.0005793049931526184,2,0,3.682893611767213e-05,-1.2800833246728871e-05,8.645870548207313e-05,4.9629769364401e-05,2,0
2026-07-21,,,,,2,2,0.03580440580844879,0.03527708724141121,0.036331724375486374,0.0005273185670375824,2,0,0.11332773417234421,0.11332773417234421,0.11332773417234421,0.0,2,0,-0.00022397101565729827,-0.00022397101565729827,-0.00022397101565729827,0.0,2,0
